"Nub_ID","Time","Species","Coral","Color","Colony","Treatment","Tank","Assignment","Memory_num","Fo","Fm","Yield"
"G084_Poc5_CH_T0.",3,"Pocillopora",84,"G",5,NA,NA,"T0",NA,NA,NA,NA
"G085_Poc5_CH_4.1",3,"Pocillopora",85,"G",5,4,1,"CH",987,439,1213,0.638
"G086_Poc5_CH_4.3",3,"Pocillopora",86,"G",5,4,3,"CH",1072,335,1061,0.684
"G087_Poc5_TP_2.1",3,"Pocillopora",87,"G",5,2,1,"TP",1001,449,1272,0.647
"G088_Poc5_CH_0.1",3,"Pocillopora",88,"G",5,0,1,"CH",978,396,1130,0.65
"G089_Poc5_CH_0.3",3,"Pocillopora",89,"G",5,0,3,"CH",1087,391,1188,0.671
"G090_Poc5_TP_4.1",3,"Pocillopora",90,"G",5,4,1,"TP",986,433,1345,0.678
"G091_Poc5_CH_1.2",3,"Pocillopora",91,"G",5,1,2,"CH",1038,426,1331,0.68
"G092_Poc5_CH_1.1",3,"Pocillopora",92,"G",5,1,1,"CH",973,353,1081,0.673
"G093_Poc5_TP_0.3",3,"Pocillopora",93,"G",5,0,3,"TP",1081,421,1314,0.68
"G094_Poc5_CH_3.1",3,"Pocillopora",94,"G",5,3,1,"CH",964,302,970,0.689
"G095_Poc5_CH_1.3",3,"Pocillopora",95,"G",5,1,3,"CH",1066,457,1445,0.684
"G096_Poc5_CH_2.1",3,"Pocillopora",96,"G",5,2,1,"CH",1005,325,1029,0.684
"G097_Poc5_CH_3.3",3,"Pocillopora",97,"G",5,3,3,"CH",997,367,1175,0.688
"G098_Poc5_CH_2.3",3,"Pocillopora",98,"G",5,2,3,"CH",1054,458,1449,0.684
"G099_Poc5_CH_0.2",3,"Pocillopora",99,"G",5,0,2,"CH",1019,339,991,0.658
"G100_Poc5_CH_4.2",3,"Pocillopora",100,"G",5,4,2,"CH",1011,448,1351,0.668
"G121_Por2_CH_1.2",3,"Porites",121,"G",2,1,2,"CH",908,360,1001,0.64
"G122_Por2_CH_2.3",3,"Porites",122,"G",2,2,3,"CH",921,338,935,0.639
"G123_Por2_CH_0.3",3,"Porites",123,"G",2,0,3,"CH",937,365,1055,0.654
"G124_Por2_CH_1.1",3,"Porites",124,"G",2,1,1,"CH",842,343,997,0.656
"G125_Por2_CH_4.2",3,"Porites",125,"G",2,4,2,"CH",869,380,1098,0.654
"G126_Por2_CH_2.2",3,"Porites",126,"G",2,2,2,"CH",900,418,1159,0.639
"G127_Por2_CH_4.1",3,"Porites",127,"G",2,4,1,"CH",880,393,1171,0.664
"G128_Por2_CH_0.1",3,"Porites",128,"G",2,0,1,"CH",851,412,1125,0.634
"G129_Por2_CH_3.2",3,"Porites",129,"G",2,3,2,"CH",910,407,1156,0.648
"G130_Por2_CH_4.3",3,"Porites",130,"G",2,4,3,"CH",946,313,865,0.638
"G131_Por2_CH_T0.",3,"Porites",131,"G",2,NA,NA,"T0",NA,NA,NA,NA
"G132_Por2_CH_3.3",3,"Porites",132,"G",2,3,3,"CH",933,375,1134,0.669
"G133_Por2_CH_T0.",3,"Porites",133,"G",2,NA,NA,"T0",NA,NA,NA,NA
"G134_Por2_CH_3.1",3,"Porites",134,"G",2,3,1,"CH",836,338,1005,0.664
"G135_Por2_CH_0.2",3,"Porites",135,"G",2,0,2,"CH",856,446,1175,0.62
"G136_Por2_TP_2.3",3,"Porites",136,"G",2,2,3,"TP",922,386,1114,0.654
"G137_Por2_TP_4.1",3,"Porites",137,"G",2,4,1,"TP",875,403,1158,0.652
"G138_Por2_CH_1.3",3,"Porites",138,"G",2,1,3,"CH",954,341,928,0.633
"G139_Por2_TP_0.2",3,"Porites",139,"G",2,0,2,"TP",864,510,1281,0.602
"G140_Por2_CH_2.1",3,"Porites",140,"G",2,2,1,"CH",886,268,700,0.617
"G141_Por3_CH_0.2",3,"Porites",141,"G",3,0,2,"CH",858,345,936,0.631
"G142_Por3_CH_2.2",3,"Porites",142,"G",3,2,2,"CH",895,323,885,0.635
"G143_Por3_CH_1.2",3,"Porites",143,"G",3,1,2,"CH",906,322,915,0.648
"G144_Por3_CH_2.3",3,"Porites",144,"G",3,2,3,"CH",919,384,1037,0.63
"G145_Por3_CH_1.3",3,"Porites",145,"G",3,1,3,"CH",955,348,987,0.647
"G146_Por3_CH_1.1",3,"Porites",146,"G",3,1,1,"CH",841,283,852,0.668
"G147_Por3_CH_4.1",3,"Porites",147,"G",3,4,1,"CH",881,383,1105,0.653
"G148_Por3_CH_3.1",3,"Porites",148,"G",3,3,1,"CH",833,258,720,0.642
"G149_Por3_CH_2.1",3,"Porites",149,"G",3,2,1,"CH",885,365,1036,0.648
"G150_Por3_TP_0.3",3,"Porites",150,"G",3,0,3,"TP",934,389,1038,0.625
"G151_Por3_CH_0.1",3,"Porites",151,"G",3,0,1,"CH",854,373,959,0.611
"G152_Por3_CH_3.2",3,"Porites",152,"G",3,3,2,"CH",913,327,968,0.662
"G153_Por3_CH_4.2",3,"Porites",153,"G",3,4,2,"CH",870,393,1123,0.65
"G154_Por3_CH_4.3",3,"Porites",154,"G",3,4,3,"CH",944,281,800,0.649
"G155_Por3_TP_4.2",3,"Porites",155,"G",3,4,2,"TP",871,311,911,0.659
"G156_Por3_CH_0.3",3,"Porites",156,"G",3,0,3,"CH",942,257,759,0.661
"G157_Por3_CH_T0.",3,"Porites",157,"G",3,NA,NA,"T0",NA,NA,NA,NA
"G158_Por3_CH_T0.",3,"Porites",158,"G",3,NA,NA,"T0",NA,NA,NA,NA
"G159_Por3_CH_3.3",3,"Porites",159,"G",3,3,3,"CH",927,353,1005,0.649
"G160_Por3_TP_2.1",3,"Porites",160,"G",3,2,1,"TP",891,314,857,0.634
"G161_Por4_CH_2.2",3,"Porites",161,"G",4,2,2,"CH",901,419,1193,0.649
"G162_Por4_CH_0.3",3,"Porites",162,"G",4,0,3,"CH",941,327,894,0.634
"G163_Por4_CH_4.3",3,"Porites",163,"G",4,4,3,"CH",945,245,705,0.652
"G164_Por4_CH_T0.",3,"Porites",164,"G",4,NA,NA,"T0",NA,NA,NA,NA
"G165_Por4_TP_0.1",3,"Porites",165,"G",4,0,1,"TP",849,371,1031,0.64
"G166_Por4_CH_2.3",3,"Porites",166,"G",4,2,3,"CH",923,306,854,0.642
"G167_Por4_CH_3.3",3,"Porites",167,"G",4,3,3,"CH",932,325,897,0.638
"G168_Por4_CH_1.1",3,"Porites",168,"G",4,1,1,"CH",840,382,1156,0.67
"G169_Por4_CH_0.1",3,"Porites",169,"G",4,0,1,"CH",855,360,1040,0.654
"G170_Por4_TP_2.2",3,"Porites",170,"G",4,2,2,"TP",898,378,1107,0.659
"G171_Por4_TP_4.3",3,"Porites",171,"G",4,4,3,"TP",947,350,974,0.641
"G172_Por4_CH_T0.",3,"Porites",172,"G",4,NA,NA,"T0",NA,NA,NA,NA
"G173_Por4_CH_2.1",3,"Porites",173,"G",4,2,1,"CH",884,389,1070,0.636
"G174_Por4_CH_4.1",3,"Porites",174,"G",4,4,1,"CH",882,393,1140,0.655
"G175_Por4_CH_1.3",3,"Porites",175,"G",4,1,3,"CH",953,339,889,0.619
"G176_Por4_CH_4.2",3,"Porites",176,"G",4,4,2,"CH",873,359,1064,0.663
"G177_Por4_CH_0.2",3,"Porites",177,"G",4,0,2,"CH",857,352,994,0.646
"G178_Por4_CH_3.1",3,"Porites",178,"G",4,3,1,"CH",838,338,1059,0.681
"G179_Por4_CH_1.2",3,"Porites",179,"G",4,1,2,"CH",904,320,921,0.653
"G180_Por4_CH_3.2",3,"Porites",180,"G",4,3,2,"CH",914,226,594,0.62
"G181_Por5_CH_2.3",3,"Porites",181,"G",5,2,3,"CH",925,448,1205,0.628
"G182_Por5_TP_0.1",3,"Porites",182,"G",5,0,1,"TP",848,500,1316,0.62
"G183_Por5_TP_2.1",3,"Porites",183,"G",5,2,1,"TP",889,372,1030,0.639
"G184_Por5_CH_T0.",3,"Porites",184,"G",5,NA,NA,"T0",NA,NA,NA,NA
"G185_Por5_CH_2.2",3,"Porites",185,"G",5,2,2,"CH",894,369,977,0.622
"G186_Por5_CH_4.2",3,"Porites",186,"G",5,4,2,"CH",867,378,1051,0.64
"G187_Por5_CH_1.2",3,"Porites",187,"G",5,1,2,"CH",909,521,1318,0.605
"G188_Por5_CH_0.3",3,"Porites",188,"G",5,0,3,"CH",936,575,1382,0.584
"G189_Por5_CH_4.1",3,"Porites",189,"G",5,4,1,"CH",876,391,1125,0.652
"G190_Por5_CH_0.2",3,"Porites",190,"G",5,0,2,"CH",863,405,1045,0.612
"G191_Por5_CH_3.1",3,"Porites",191,"G",5,3,1,"CH",837,354,1062,0.667
"G192_Por5_CH_2.1",3,"Porites",192,"G",5,2,1,"CH",888,456,1237,0.631
"G193_Por5_CH_1.1",3,"Porites",193,"G",5,1,1,"CH",843,400,1080,0.63
"G194_Por5_CH_1.3",3,"Porites",194,"G",5,1,3,"CH",956,420,1128,0.628
"G195_Por5_CH_3.2",3,"Porites",195,"G",5,3,2,"CH",911,484,1318,0.633
"G196_Por5_CH_3.3",3,"Porites",196,"G",5,3,3,"CH",930,340,872,0.61
"G197_Por5_CH_4.3",3,"Porites",197,"G",5,4,3,"CH",951,378,1065,0.645
"G198_Por5_CH_T0.",3,"Porites",198,"G",5,NA,NA,"T0",NA,NA,NA,NA
"G199_Por5_TP_4.1",3,"Porites",199,"G",5,4,1,"TP",883,338,982,0.656
"G200_Por5_CH_0.1",3,"Porites",200,"G",5,0,1,"CH",853,438,1151,0.619
"R001_Poc6_CH_4.2",3,"Pocillopora",1,"R",6,4,2,"CH",1013,430,1288,0.666
"R002_Poc6_CH_T0.",3,"Pocillopora",2,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R003_Poc6_CH_3.2",3,"Pocillopora",3,"R",6,3,2,"CH",1046,346,1058,0.673
"R004_Poc6_CH_1.2",3,"Pocillopora",4,"R",6,1,2,"CH",1043,259,737,0.649
"R005_Poc6_TP_2.3",3,"Pocillopora",5,"R",6,2,3,"TP",1053,498,1463,0.66
"R006_Poc6_CH_0.1",3,"Pocillopora",6,"R",6,0,1,"CH",975,416,1248,0.667
"R007_Poc6_CH_2.3",3,"Pocillopora",7,"R",6,2,3,"CH",1057,381,1117,0.659
"R008_Poc6_TP_0.2",3,"Pocillopora",8,"R",6,0,2,"TP",1027,326,932,0.65
"R009_Poc6_CH_2.1",3,"Pocillopora",9,"R",6,2,1,"CH",1008,288,861,0.666
"R010_Poc6_CH_4.3",3,"Pocillopora",10,"R",6,4,3,"CH",1075,330,954,0.654
"R011_Poc6_CH_2.2",3,"Pocillopora",11,"R",6,2,2,"CH",1036,416,1259,0.67
"R012_Poc6_CH_0.3",3,"Pocillopora",12,"R",6,0,3,"CH",1083,325,963,0.663
"R013_Poc6_CH_1.3",3,"Pocillopora",13,"R",6,1,3,"CH",1062,428,1229,0.652
"R014_Poc6_CH_3.3",3,"Pocillopora",14,"R",6,3,3,"CH",995,435,1410,0.691
"R015_Poc6_CH_4.1",3,"Pocillopora",15,"R",6,4,1,"CH",985,271,818,0.669
"R016_Poc6_TP_4.2",3,"Pocillopora",16,"R",6,4,2,"TP",1015,305,932,0.673
"R017_Poc6_CH_T0.",3,"Pocillopora",17,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R018_Poc6_CH_3.1",3,"Pocillopora",18,"R",6,3,1,"CH",966,244,761,0.679
"R019_Poc6_CH_1.1",3,"Pocillopora",19,"R",6,1,1,"CH",972,317,727,0.564
"R020_Poc6_CH_0.2",3,"Pocillopora",20,"R",6,0,2,"CH",1024,296,870,0.66
"R021_Poc7_CH_3.2",3,"Pocillopora",21,"R",7,3,2,"CH",1045,358,932,0.616
"R022_Poc7_CH_0.3",3,"Pocillopora",22,"R",7,0,3,"CH",1080,410,1132,0.638
"R023_Poc7_CH_0.1",3,"Pocillopora",23,"R",7,0,1,"CH",976,430,1249,0.656
"R024_Poc7_CH_2.1",3,"Pocillopora",24,"R",7,2,1,"CH",1000,346,999,0.654
"R025_Poc7_CH_1.2",3,"Pocillopora",25,"R",7,1,2,"CH",1039,478,1271,0.624
"R026_Poc7_CH_4.2",3,"Pocillopora",26,"R",7,4,2,"CH",1014,435,1305,0.667
"R027_Poc7_CH_1.1",3,"Pocillopora",27,"R",7,1,1,"CH",970,413,1207,0.658
"R028_Poc7_TP_2.2",3,"Pocillopora",28,"R",7,2,2,"TP",1032,519,1495,0.653
"R029_Poc7_CH_3.3",3,"Pocillopora",29,"R",7,3,3,"CH",996,458,1323,0.654
"R030_Poc7_CH_3.1",3,"Pocillopora",30,"R",7,3,1,"CH",963,569,1713,0.668
"R031_Poc7_CH_4.1",3,"Pocillopora",31,"R",7,4,1,"CH",991,535,1710,0.687
"R032_Poc7_TP_0.3",3,"Pocillopora",32,"R",7,0,3,"TP",1088,563,1528,0.632
"R033_Poc7_CH_4.3",3,"Pocillopora",33,"R",7,4,3,"CH",1069,373,1029,0.638
"R034_Poc7_CH_T0.",3,"Pocillopora",34,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R035_Poc7_CH_T0.",3,"Pocillopora",35,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R036_Poc7_CH_0.2",3,"Pocillopora",36,"R",7,0,2,"CH",1026,567,1552,0.635
"R037_Poc7_CH_2.3",3,"Pocillopora",37,"R",7,2,3,"CH",1055,485,1426,0.66
"R038_Poc7_CH_2.2",3,"Pocillopora",38,"R",7,2,2,"CH",1034,404,1142,0.646
"R039_Poc7_TP_4.3",3,"Pocillopora",39,"R",7,4,3,"TP",1074,323,958,0.663
"R040_Poc7_CH_1.3",3,"Pocillopora",40,"R",7,1,3,"CH",1067,439,1283,0.658
"R041_Poc8_TP_0.2",3,"Pocillopora",41,"R",8,0,2,"TP",1020,402,1099,0.634
"R042_Poc8_TP_2.3",3,"Pocillopora",42,"R",8,2,3,"TP",1052,474,1416,0.665
"R043_Poc8_CH_4.3",3,"Pocillopora",43,"R",8,4,3,"CH",1076,545,1574,0.654
"R044_Poc8_CH_T0.",3,"Pocillopora",44,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R045_Poc8_CH_2.2",3,"Pocillopora",45,"R",8,2,2,"CH",1028,422,1233,0.658
"R046_Poc8_CH_4.1",3,"Pocillopora",46,"R",8,4,1,"CH",984,398,1312,0.697
"R047_Poc8_TP_4.3",3,"Pocillopora",47,"R",8,4,3,"TP",1073,271,825,0.672
"R048_Poc8_CH_3.2",3,"Pocillopora",48,"R",8,3,2,"CH",1049,542,1690,0.679
"R049_Poc8_CH_1.2",3,"Pocillopora",49,"R",8,1,2,"CH",1037,423,1187,0.644
"R050_Poc8_CH_4.2",3,"Pocillopora",50,"R",8,4,2,"CH",1017,386,1265,0.695
"R051_Poc8_CH_T0.",3,"Pocillopora",51,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R052_Poc8_CH_0.3",3,"Pocillopora",52,"R",8,0,3,"CH",1085,260,786,0.669
"R053_Poc8_CH_1.1",3,"Pocillopora",53,"R",8,1,1,"CH",974,342,1081,0.684
"R054_Poc8_CH_3.1",3,"Pocillopora",54,"R",8,3,1,"CH",961,287,887,0.676
"R055_Poc8_CH_2.3",3,"Pocillopora",55,"R",8,2,3,"CH",1058,402,1348,0.702
"R056_Poc8_CH_3.3",3,"Pocillopora",56,"R",8,3,3,"CH",999,456,1698,0.731
"R057_Poc8_CH_1.3",3,"Pocillopora",57,"R",8,1,3,"CH",1063,386,1209,0.681
"R058_Poc8_CH_0.1",3,"Pocillopora",58,"R",8,0,1,"CH",983,378,1114,0.661
"R059_Poc8_CH_2.1",3,"Pocillopora",59,"R",8,2,1,"CH",1007,398,1251,0.682
"R060_Poc8_CH_0.2",3,"Pocillopora",60,"R",8,0,2,"CH",1022,253,733,0.655
"R101_Por6_CH_0.2",3,"Porites",101,"R",6,0,2,"CH",861,429,1152,0.628
"R102_Por6_TP_2.2",3,"Porites",102,"R",6,2,2,"TP",902,424,1099,0.614
"R103_Por6_CH_2.2",3,"Porites",103,"R",6,2,2,"CH",896,525,1256,0.582
"R104_Por6_CH_3.3",3,"Porites",104,"R",6,3,3,"CH",931,338,941,0.641
"R105_Por6_CH_1.1",3,"Porites",105,"R",6,1,1,"CH",846,371,1008,0.632
"R106_Por6_CH_3.2",3,"Porites",106,"R",6,3,2,"CH",915,416,1183,0.648
"R107_Por6_CH_T0.",3,"Porites",107,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R108_Por6_TP_0.2",3,"Porites",108,"R",6,0,2,"TP",860,492,1193,0.588
"R109_Por6_CH_2.1",3,"Porites",109,"R",6,2,1,"CH",892,503,1379,0.635
"R110_Por6_TP_4.3",3,"Porites",110,"R",6,4,3,"TP",949,535,1442,0.629
"R111_Por6_CH_1.3",3,"Porites",111,"R",6,1,3,"CH",958,432,1128,0.617
"R112_Por6_CH_4.2",3,"Porites",112,"R",6,4,2,"CH",872,471,1237,0.619
"R113_Por6_CH_0.3",3,"Porites",113,"R",6,0,3,"CH",938,536,1348,0.602
"R114_Por6_CH_T0.",3,"Porites",114,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R115_Por6_CH_2.3",3,"Porites",115,"R",6,2,3,"CH",926,537,1451,0.63
"R116_Por6_CH_1.2",3,"Porites",116,"R",6,1,2,"CH",905,365,980,0.628
"R117_Por6_CH_3.1",3,"Porites",117,"R",6,3,1,"CH",839,344,1050,0.672
"R118_Por6_CH_4.1",3,"Porites",118,"R",6,4,1,"CH",879,404,1078,0.625
"R119_Por6_CH_0.1",3,"Porites",119,"R",6,0,1,"CH",847,389,987,0.606
"R120_Por6_CH_4.3",3,"Porites",120,"R",6,4,3,"CH",948,432,1164,0.629
"R121_Por7_CH_3.3",3,"Porites",121,"R",7,3,3,"CH",929,510,1513,0.663
"R122_Por7_CH_0.2",3,"Porites",122,"R",7,0,2,"CH",862,415,1113,0.627
"R123_Por7_TP_0.3",3,"Porites",123,"R",7,0,3,"TP",935,544,1316,0.587
"R124_Por7_CH_T0.",3,"Porites",124,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R125_Por7_TP_4.2",3,"Porites",125,"R",7,4,2,"TP",865,446,1186,0.624
"R126_Por7_TP_2.3",3,"Porites",126,"R",7,2,3,"TP",924,385,994,0.613
"R127_Por7_CH_2.3",3,"Porites",127,"R",7,2,3,"CH",917,480,1191,0.597
"R128_Por7_CH_2.2",3,"Porites",128,"R",7,2,2,"CH",897,450,1176,0.617
"R129_Por7_CH_4.2",3,"Porites",129,"R",7,4,2,"CH",866,391,1056,0.63
"R130_Por7_CH_1.3",3,"Porites",130,"R",7,1,3,"CH",957,203,535,0.621
"R131_Por7_CH_4.3",3,"Porites",131,"R",7,4,3,"CH",952,261,673,0.612
"R132_Por7_CH_1.1",3,"Porites",132,"R",7,1,1,"CH",844,326,873,0.627
"R133_Por7_CH_3.1",3,"Porites",133,"R",7,3,1,"CH",835,388,944,0.589
"R134_Por7_CH_0.3",3,"Porites",134,"R",7,0,3,"CH",939,440,1171,0.624
"R135_Por7_CH_1.2",3,"Porites",135,"R",7,1,2,"CH",903,531,1353,0.608
"R136_Por7_CH_3.2",3,"Porites",136,"R",7,3,2,"CH",916,455,1200,0.621
"R137_Por7_CH_T0.",3,"Porites",137,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R138_Por7_CH_2.1",3,"Porites",138,"R",7,2,1,"CH",887,523,1423,0.632
"R139_Por7_CH_4.1",3,"Porites",139,"R",7,4,1,"CH",878,388,1167,0.668
"R140_Por7_CH_0.1",3,"Porites",140,"R",7,0,1,"CH",850,518,1200,0.568
"R161_Por8_CH_2.1",3,"Porites",161,"R",8,2,1,"CH",890,324,896,0.638
"R162_Por8_CH_0.2",3,"Porites",162,"R",8,0,2,"CH",859,356,963,0.63
"R163_Por8_TP_2.1",3,"Porites",163,"R",8,2,1,"TP",893,354,1032,0.657
"R164_Por8_CH_0.3",3,"Porites",164,"R",8,0,3,"CH",940,349,990,0.647
"R165_Por8_CH_T0.",3,"Porites",165,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R166_Por8_CH_T0.",3,"Porites",166,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R167_Por8_TP_4.2",3,"Porites",167,"R",8,4,2,"TP",868,361,1003,0.64
"R168_Por8_CH_1.2",3,"Porites",168,"R",8,1,2,"CH",907,331,934,0.646
"R169_Por8_CH_3.2",3,"Porites",169,"R",8,3,2,"CH",912,310,908,0.659
"R170_Por8_CH_4.3",3,"Porites",170,"R",8,4,3,"CH",950,391,1096,0.643
"R171_Por8_CH_4.2",3,"Porites",171,"R",8,4,2,"CH",874,308,879,0.65
"R172_Por8_CH_2.2",3,"Porites",172,"R",8,2,2,"CH",899,357,992,0.64
"R173_Por8_CH_4.1",3,"Porites",173,"R",8,4,1,"CH",877,325,947,0.657
"R174_Por8_CH_0.1",3,"Porites",174,"R",8,0,1,"CH",852,364,845,0.569
"R175_Por8_CH_1.1",3,"Porites",175,"R",8,1,1,"CH",845,375,1030,0.636
"R176_Por8_CH_3.3",3,"Porites",176,"R",8,3,3,"CH",928,344,974,0.647
"R177_Por8_CH_2.3",3,"Porites",177,"R",8,2,3,"CH",918,401,1123,0.643
"R178_Por8_CH_1.3",3,"Porites",178,"R",8,1,3,"CH",959,404,1056,0.617
"R179_Por8_TP_0.3",3,"Porites",179,"R",8,0,3,"TP",943,394,1063,0.629
"R180_Por8_CH_3.1",3,"Porites",180,"R",8,3,1,"CH",834,241,685,0.648
"G021_Poc2_CH_0.2",4,"Pocillopora",21,"G",2,0,2,"CH",1309,260,730,0.644
"G022_Poc2_CH_T0.",4,"Pocillopora",22,"G",2,NA,NA,"T0",NA,NA,NA,NA
"G023_Poc2_CH_1.2",4,"Pocillopora",23,"G",2,1,2,"CH",1316,493,1516,0.675
"G024_Poc2_CH_3.2",4,"Pocillopora",24,"G",2,3,2,"CH",1342,474,1662,0.715
"G025_Poc2_TP_2.2",4,"Pocillopora",25,"G",2,2,2,"TP",1326,480,1640,0.707
"G026_Poc2_CH_2.1",4,"Pocillopora",26,"G",2,2,1,"CH",1292,508,2050,0.752
"G027_Poc2_CH_1.3",4,"Pocillopora",27,"G",2,1,3,"CH",1277,510,1681,0.697
"G028_Poc2_CH_4.2",4,"Pocillopora",28,"G",2,4,2,"CH",1332,597,2057,0.71
"G029_Poc2_CH_2.2",4,"Pocillopora",29,"G",2,2,2,"CH",1324,499,1700,0.706
"G030_Poc2_TP_0.1",4,"Pocillopora",30,"G",2,0,1,"TP",1225,319,1265,0.748
"G031_Poc2_TP_4.2",4,"Pocillopora",31,"G",2,4,2,"TP",1330,249,874,0.715
"G032_Poc2_CH_1.1",4,"Pocillopora",32,"G",2,1,1,"CH",1229,438,1368,0.68
"G033_Poc2_CH_3.3",4,"Pocillopora",33,"G",2,3,3,"CH",1249,402,1397,0.712
"G034_Poc2_CH_T0.",4,"Pocillopora",34,"G",2,NA,NA,"T0",NA,NA,NA,NA
"G035_Poc2_CH_0.3",4,"Pocillopora",35,"G",2,0,3,"CH",1282,441,1339,0.671
"G036_Poc2_CH_0.1",4,"Pocillopora",36,"G",2,0,1,"CH",1221,464,1382,0.664
"G037_Poc2_CH_2.3",4,"Pocillopora",37,"G",2,2,3,"CH",1238,440,1475,0.702
"G038_Poc2_CH_4.3",4,"Pocillopora",38,"G",2,4,3,"CH",1266,329,1127,0.708
"G039_Poc2_CH_3.1",4,"Pocillopora",39,"G",2,3,1,"CH",1298,388,1356,0.714
"G040_Poc2_CH_4.1",4,"Pocillopora",40,"G",2,4,1,"CH",1259,497,1649,0.699
"G041_Poc3_CH_1.2",4,"Pocillopora",41,"G",3,1,2,"CH",1318,312,981,0.682
"G042_Poc3_CH_1.1",4,"Pocillopora",42,"G",3,1,1,"CH",1230,483,1533,0.685
"G043_Poc3_CH_3.3",4,"Pocillopora",43,"G",3,3,3,"CH",1247,543,1872,0.71
"G044_Poc3_CH_T0.",4,"Pocillopora",44,"G",3,NA,NA,"T0",NA,NA,NA,NA
"G045_Poc3_CH_4.3",4,"Pocillopora",45,"G",3,4,3,"CH",1267,558,1923,0.71
"G046_Poc3_TP_4.3",4,"Pocillopora",46,"G",3,4,3,"TP",1268,436,1435,0.696
"G047_Poc3_TP_2.3",4,"Pocillopora",47,"G",3,2,3,"TP",1241,423,1396,0.697
"G048_Poc3_CH_0.2",4,"Pocillopora",48,"G",3,0,2,"CH",1304,486,1525,0.681
"G049_Poc3_CH_0.1",4,"Pocillopora",49,"G",3,0,1,"CH",1223,358,938,0.618
"G050_Poc3_CH_2.1",4,"Pocillopora",50,"G",3,2,1,"CH",1290,576,1965,0.707
"G051_Poc3_TP_0.1",4,"Pocillopora",51,"G",3,0,1,"TP",1224,452,1388,0.674
"G052_Poc3_CH_2.3",4,"Pocillopora",52,"G",3,2,3,"CH",1236,491,1657,0.704
"G053_Poc3_CH_2.2",4,"Pocillopora",53,"G",3,2,2,"CH",1329,406,1349,0.699
"G054_Poc3_CH_4.1",4,"Pocillopora",54,"G",3,4,1,"CH",1254,424,1396,0.696
"G055_Poc3_CH_3.1",4,"Pocillopora",55,"G",3,3,1,"CH",1300,474,1651,0.713
"G056_Poc3_CH_3.2",4,"Pocillopora",56,"G",3,3,2,"CH",1339,425,1360,0.688
"G057_Poc3_CH_1.3",4,"Pocillopora",57,"G",3,1,3,"CH",1274,357,1090,0.672
"G058_Poc3_CH_T0.",4,"Pocillopora",58,"G",3,NA,NA,"T0",NA,NA,NA,NA
"G059_Poc3_CH_0.3",4,"Pocillopora",59,"G",3,0,3,"CH",1286,284,791,0.641
"G060_Poc3_CH_4.2",4,"Pocillopora",60,"G",3,4,2,"CH",1334,578,1970,0.707
"G061_Poc4_CH_3.3",4,"Pocillopora",61,"G",4,3,3,"CH",1251,515,1633,0.685
"G062_Poc4_CH_1.3",4,"Pocillopora",62,"G",4,1,3,"CH",1278,546,1566,0.651
"G063_Poc4_CH_2.1",4,"Pocillopora",63,"G",4,2,1,"CH",1288,472,1622,0.709
"G064_Poc4_CH_T0.",4,"Pocillopora",64,"G",4,NA,NA,"T0",NA,NA,NA,NA
"G065_Poc4_TP_2.1",4,"Pocillopora",65,"G",4,2,1,"TP",1294,367,1143,0.679
"G066_Poc4_CH_1.2",4,"Pocillopora",66,"G",4,1,2,"CH",1314,408,1122,0.636
"G067_Poc4_CH_T0.",4,"Pocillopora",67,"G",4,NA,NA,"T0",NA,NA,NA,NA
"G068_Poc4_CH_0.2",4,"Pocillopora",68,"G",4,0,2,"CH",1308,315,872,0.639
"G069_Poc4_TP_4.1",4,"Pocillopora",69,"G",4,4,1,"TP",1257,498,1556,0.68
"G070_Poc4_CH_2.3",4,"Pocillopora",70,"G",4,2,3,"CH",1240,603,1825,0.67
"G071_Poc4_TP_0.2",4,"Pocillopora",71,"G",4,0,2,"TP",1311,450,1369,0.671
"G072_Poc4_CH_0.3",4,"Pocillopora",72,"G",4,0,3,"CH",1279,417,1256,0.668
"G073_Poc4_CH_1.1",4,"Pocillopora",73,"G",4,1,1,"CH",1228,426,1393,0.694
"G074_Poc4_CH_3.1",4,"Pocillopora",74,"G",4,3,1,"CH",1301,332,1112,0.701
"G075_Poc4_CH_4.1",4,"Pocillopora",75,"G",4,4,1,"CH",1258,562,1867,0.699
"G076_Poc4_CH_4.3",4,"Pocillopora",76,"G",4,4,3,"CH",1269,534,1634,0.673
"G077_Poc4_CH_3.2",4,"Pocillopora",77,"G",4,3,2,"CH",1341,464,1413,0.672
"G078_Poc4_CH_4.2",4,"Pocillopora",78,"G",4,4,2,"CH",1337,528,1646,0.679
"G079_Poc4_CH_2.2",4,"Pocillopora",79,"G",4,2,2,"CH",1321,386,1228,0.686
