"Nub_ID","Time","Species","Coral","Color","Colony","Treatment","Tank","Assignment","Memory_num","Fo","Fm","Yield"
"G073_Poc4_CH_1.1",5,"Pocillopora",73,"G",4,1,1,"CH",1619,331,999,0.669
"G074_Poc4_CH_3.1",5,"Pocillopora",74,"G",4,3,1,"CH",1603,371,1237,0.7
"G075_Poc4_CH_4.1",5,"Pocillopora",75,"G",4,4,1,"CH",1611,553,1842,0.7
"G076_Poc4_CH_4.3",5,"Pocillopora",76,"G",4,4,3,"CH",1511,303,1035,0.707
"G077_Poc4_CH_3.2",5,"Pocillopora",77,"G",4,3,2,"CH",1626,448,1425,0.686
"G078_Poc4_CH_4.2",5,"Pocillopora",78,"G",4,4,2,"CH",1539,578,1925,0.7
"G079_Poc4_CH_2.2",5,"Pocillopora",79,"G",4,2,2,"CH",1522,419,1311,0.68
"G080_Poc4_CH_0.1",5,"Pocillopora",80,"G",4,0,1,"CH",1590,460,1404,0.672
"G081_Poc5_CH_2.2",5,"Pocillopora",81,"G",5,2,2,"CH",1521,468,1283,0.635
"G082_Poc5_CH_3.2",5,"Pocillopora",82,"G",5,3,2,"CH",1624,300,913,0.671
"G083_Poc5_CH_T0.",5,"Pocillopora",83,"G",5,NA,NA,"T0",NA,NA,NA,NA
"G084_Poc5_CH_T0.",5,"Pocillopora",84,"G",5,NA,NA,"T0",NA,NA,NA,NA
"G085_Poc5_CH_4.1",5,"Pocillopora",85,"G",5,4,1,"CH",1607,295,934,0.684
"G086_Poc5_CH_4.3",5,"Pocillopora",86,"G",5,4,3,"CH",1508,244,742,0.671
"G087_Poc5_TP_2.1",5,"Pocillopora",87,"G",5,2,1,"TP",1530,481,1569,0.693
"G088_Poc5_CH_0.1",5,"Pocillopora",88,"G",5,0,1,"CH",1586,291,834,0.651
"G089_Poc5_CH_0.3",5,"Pocillopora",89,"G",5,0,3,"CH",1567,402,1221,0.671
"G090_Poc5_TP_4.1",5,"Pocillopora",90,"G",5,4,1,"TP",1612,340,1173,0.71
"G091_Poc5_CH_1.2",5,"Pocillopora",91,"G",5,1,2,"CH",1535,382,1223,0.688
"G092_Poc5_CH_1.1",5,"Pocillopora",92,"G",5,1,1,"CH",1621,373,1150,0.676
"G093_Poc5_TP_0.3",5,"Pocillopora",93,"G",5,0,3,"TP",1569,389,1202,0.676
"G094_Poc5_CH_3.1",5,"Pocillopora",94,"G",5,3,1,"CH",1602,403,1198,0.664
"G095_Poc5_CH_1.3",5,"Pocillopora",95,"G",5,1,3,"CH",1517,485,1557,0.689
"G096_Poc5_CH_2.1",5,"Pocillopora",96,"G",5,2,1,"CH",1592,339,1081,0.686
"G097_Poc5_CH_3.3",5,"Pocillopora",97,"G",5,3,3,"CH",1561,541,1663,0.675
"G098_Poc5_CH_2.3",5,"Pocillopora",98,"G",5,2,3,"CH",1582,561,1799,0.688
"G099_Poc5_CH_0.2",5,"Pocillopora",99,"G",5,0,2,"CH",1547,387,1214,0.681
"G100_Poc5_CH_4.2",5,"Pocillopora",100,"G",5,4,2,"CH",1543,372,1177,0.684
"G121_Por2_CH_1.2",5,"Porites",121,"G",2,1,2,"CH",1421,415,1266,0.672
"G122_Por2_CH_2.3",5,"Porites",122,"G",2,2,3,"CH",1449,397,1236,0.679
"G123_Por2_CH_0.3",5,"Porites",123,"G",2,0,3,"CH",1440,326,929,0.649
"G124_Por2_CH_1.1",5,"Porites",124,"G",2,1,1,"CH",1475,277,851,0.675
"G125_Por2_CH_4.2",5,"Porites",125,"G",2,4,2,"CH",1399,401,1261,0.682
"G126_Por2_CH_2.2",5,"Porites",126,"G",2,2,2,"CH",1415,496,1505,0.67
"G127_Por2_CH_4.1",5,"Porites",127,"G",2,4,1,"CH",1482,397,1216,0.674
"G128_Por2_CH_0.1",5,"Porites",128,"G",2,0,1,"CH",1456,415,1212,0.658
"G129_Por2_CH_3.2",5,"Porites",129,"G",2,3,2,"CH",1496,443,1341,0.67
"G130_Por2_CH_4.3",5,"Porites",130,"G",2,4,3,"CH",1389,312,974,0.68
"G131_Por2_CH_T0.",5,"Porites",131,"G",2,NA,NA,"T0",NA,NA,NA,NA
"G132_Por2_CH_3.3",5,"Porites",132,"G",2,3,3,"CH",1425,398,1231,0.677
"G133_Por2_CH_T0.",5,"Porites",133,"G",2,NA,NA,"T0",NA,NA,NA,NA
"G134_Por2_CH_3.1",5,"Porites",134,"G",2,3,1,"CH",1488,381,1188,0.679
"G135_Por2_CH_0.2",5,"Porites",135,"G",2,0,2,"CH",1374,433,1277,0.661
"G136_Por2_TP_2.3",5,"Porites",136,"G",2,2,3,"TP",1441,383,1172,0.673
"G137_Por2_TP_4.1",5,"Porites",137,"G",2,4,1,"TP",1479,357,1101,0.676
"G138_Por2_CH_1.3",5,"Porites",138,"G",2,1,3,"CH",1394,361,1079,0.665
"G139_Por2_TP_0.2",5,"Porites",139,"G",2,0,2,"TP",1376,525,1436,0.634
"G140_Por2_CH_2.1",5,"Porites",140,"G",2,2,1,"CH",1469,430,1314,0.673
"G141_Por3_CH_0.2",5,"Porites",141,"G",3,0,2,"CH",1375,347,991,0.65
"G142_Por3_CH_2.2",5,"Porites",142,"G",3,2,2,"CH",1410,299,1028,0.709
"G143_Por3_CH_1.2",5,"Porites",143,"G",3,1,2,"CH",1417,347,1103,0.685
"G144_Por3_CH_2.3",5,"Porites",144,"G",3,2,3,"CH",1444,354,1083,0.673
"G145_Por3_CH_1.3",5,"Porites",145,"G",3,1,3,"CH",1395,228,730,0.688
"G146_Por3_CH_1.1",5,"Porites",146,"G",3,1,1,"CH",1471,287,886,0.676
"G147_Por3_CH_4.1",5,"Porites",147,"G",3,4,1,"CH",1483,329,976,0.663
"G148_Por3_CH_3.1",5,"Porites",148,"G",3,3,1,"CH",1492,346,1075,0.678
"G149_Por3_CH_2.1",5,"Porites",149,"G",3,2,1,"CH",1460,359,1109,0.676
"G150_Por3_TP_0.3",5,"Porites",150,"G",3,0,3,"TP",1432,394,1125,0.65
"G151_Por3_CH_0.1",5,"Porites",151,"G",3,0,1,"CH",1459,381,1119,0.66
"G152_Por3_CH_3.2",5,"Porites",152,"G",3,3,2,"CH",1495,384,1183,0.675
"G153_Por3_CH_4.2",5,"Porites",153,"G",3,4,2,"CH",1400,416,1325,0.686
"G154_Por3_CH_4.3",5,"Porites",154,"G",3,4,3,"CH",1387,361,1181,0.694
"G155_Por3_TP_4.2",5,"Porites",155,"G",3,4,2,"TP",1403,347,1098,0.684
"G156_Por3_CH_0.3",5,"Porites",156,"G",3,0,3,"CH",1437,354,1046,0.662
"G157_Por3_CH_T0.",5,"Porites",157,"G",3,NA,NA,"T0",NA,NA,NA,NA
"G158_Por3_CH_T0.",5,"Porites",158,"G",3,NA,NA,"T0",NA,NA,NA,NA
"G159_Por3_CH_3.3",5,"Porites",159,"G",3,3,3,"CH",1430,364,1133,0.679
"G160_Por3_TP_2.1",5,"Porites",160,"G",3,2,1,"TP",1466,325,990,0.672
"G161_Por4_CH_2.2",5,"Porites",161,"G",4,2,2,"CH",1412,393,1194,0.671
"G162_Por4_CH_0.3",5,"Porites",162,"G",4,0,3,"CH",1439,378,1071,0.647
"G163_Por4_CH_4.3",5,"Porites",163,"G",4,4,3,"CH",1391,303,988,0.693
"G164_Por4_CH_T0.",5,"Porites",164,"G",4,NA,NA,"T0",NA,NA,NA,NA
"G165_Por4_TP_0.1",5,"Porites",165,"G",4,0,1,"TP",1454,430,1247,0.655
"G166_Por4_CH_2.3",5,"Porites",166,"G",4,2,3,"CH",1445,379,1171,0.676
"G167_Por4_CH_3.3",5,"Porites",167,"G",4,3,3,"CH",1424,349,1080,0.677
"G168_Por4_CH_1.1",5,"Porites",168,"G",4,1,1,"CH",1472,334,1060,0.685
"G169_Por4_CH_0.1",5,"Porites",169,"G",4,0,1,"CH",1453,397,1105,0.641
"G170_Por4_TP_2.2",5,"Porites",170,"G",4,2,2,"TP",1411,328,1016,0.677
"G171_Por4_TP_4.3",5,"Porites",171,"G",4,4,3,"TP",1390,375,1172,0.68
"G172_Por4_CH_T0.",5,"Porites",172,"G",4,NA,NA,"T0",NA,NA,NA,NA
"G173_Por4_CH_2.1",5,"Porites",173,"G",4,2,1,"CH",1461,365,1109,0.671
"G174_Por4_CH_4.1",5,"Porites",174,"G",4,4,1,"CH",1477,343,1120,0.694
"G175_Por4_CH_1.3",5,"Porites",175,"G",4,1,3,"CH",1501,275,803,0.658
"G176_Por4_CH_4.2",5,"Porites",176,"G",4,4,2,"CH",1406,440,1316,0.666
"G177_Por4_CH_0.2",5,"Porites",177,"G",4,0,2,"CH",1378,452,1251,0.639
"G178_Por4_CH_3.1",5,"Porites",178,"G",4,3,1,"CH",1489,417,1298,0.679
"G179_Por4_CH_1.2",5,"Porites",179,"G",4,1,2,"CH",1419,359,1142,0.686
"G180_Por4_CH_3.2",5,"Porites",180,"G",4,3,2,"CH",1494,442,1319,0.665
"G181_Por5_CH_2.3",5,"Porites",181,"G",5,2,3,"CH",1442,434,1296,0.665
"G182_Por5_TP_0.1",5,"Porites",182,"G",5,0,1,"TP",1455,500,1395,0.642
"G183_Por5_TP_2.1",5,"Porites",183,"G",5,2,1,"TP",1467,385,1229,0.687
"G184_Por5_CH_T0.",5,"Porites",184,"G",5,NA,NA,"T0",NA,NA,NA,NA
"G185_Por5_CH_2.2",5,"Porites",185,"G",5,2,2,"CH",1409,402,1234,0.674
"G186_Por5_CH_4.2",5,"Porites",186,"G",5,4,2,"CH",1402,413,1332,0.69
"G187_Por5_CH_1.2",5,"Porites",187,"G",5,1,2,"CH",1420,596,1854,0.679
"G188_Por5_CH_0.3",5,"Porites",188,"G",5,0,3,"CH",1433,679,1812,0.625
"G189_Por5_CH_4.1",5,"Porites",189,"G",5,4,1,"CH",1485,418,1359,0.692
"G190_Por5_CH_0.2",5,"Porites",190,"G",5,0,2,"CH",1380,489,1376,0.645
"G191_Por5_CH_3.1",5,"Porites",191,"G",5,3,1,"CH",1486,412,1220,0.662
"G192_Por5_CH_2.1",5,"Porites",192,"G",5,2,1,"CH",1468,446,1388,0.679
"G193_Por5_CH_1.1",5,"Porites",193,"G",5,1,1,"CH",1473,386,1233,0.687
"G194_Por5_CH_1.3",5,"Porites",194,"G",5,1,3,"CH",1393,474,1341,0.647
"G195_Por5_CH_3.2",5,"Porites",195,"G",5,3,2,"CH",1498,481,1319,0.635
"G196_Por5_CH_3.3",5,"Porites",196,"G",5,3,3,"CH",1427,428,1400,0.694
"G197_Por5_CH_4.3",5,"Porites",197,"G",5,4,3,"CH",1383,431,1410,0.694
"G198_Por5_CH_T0.",5,"Porites",198,"G",5,NA,NA,"T0",NA,NA,NA,NA
"G199_Por5_TP_4.1",5,"Porites",199,"G",5,4,1,"TP",1478,393,1229,0.68
"G200_Por5_CH_0.1",5,"Porites",200,"G",5,0,1,"CH",1451,419,1213,0.655
"R001_Poc6_CH_4.2",5,"Pocillopora",1,"R",6,4,2,"CH",1541,408,1253,0.674
"R002_Poc6_CH_T0.",5,"Pocillopora",2,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R003_Poc6_CH_3.2",5,"Pocillopora",3,"R",6,3,2,"CH",1627,357,1111,0.679
"R004_Poc6_CH_1.2",5,"Pocillopora",4,"R",6,1,2,"CH",1533,305,852,0.642
"R005_Poc6_TP_2.3",5,"Pocillopora",5,"R",6,2,3,"TP",1573,500,1503,0.667
"R006_Poc6_CH_0.1",5,"Pocillopora",6,"R",6,0,1,"CH",1584,299,816,0.634
"R007_Poc6_CH_2.3",5,"Pocillopora",7,"R",6,2,3,"CH",1577,390,1118,0.651
"R008_Poc6_TP_0.2",5,"Pocillopora",8,"R",6,0,2,"TP",1553,299,831,0.64
"R009_Poc6_CH_2.1",5,"Pocillopora",9,"R",6,2,1,"CH",1598,393,1150,0.658
"R010_Poc6_CH_4.3",5,"Pocillopora",10,"R",6,4,3,"CH",1503,306,840,0.636
"R011_Poc6_CH_2.2",5,"Pocillopora",11,"R",6,2,2,"CH",1520,546,1676,0.674
"R012_Poc6_CH_0.3",5,"Pocillopora",12,"R",6,0,3,"CH",1568,254,758,0.665
"R013_Poc6_CH_1.3",5,"Pocillopora",13,"R",6,1,3,"CH",1519,365,1109,0.671
"R014_Poc6_CH_3.3",5,"Pocillopora",14,"R",6,3,3,"CH",1557,584,1919,0.696
"R015_Poc6_CH_4.1",5,"Pocillopora",15,"R",6,4,1,"CH",1608,254,802,0.683
"R016_Poc6_TP_4.2",5,"Pocillopora",16,"R",6,4,2,"TP",1540,352,1105,0.681
"R017_Poc6_CH_T0.",5,"Pocillopora",17,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R018_Poc6_CH_3.1",5,"Pocillopora",18,"R",6,3,1,"CH",1600,413,1311,0.685
"R019_Poc6_CH_1.1",5,"Pocillopora",19,"R",6,1,1,"CH",1623,270,819,0.67
"R020_Poc6_CH_0.2",5,"Pocillopora",20,"R",6,0,2,"CH",1555,245,659,0.628
"R021_Poc7_CH_3.2",5,"Pocillopora",21,"R",7,3,2,"CH",1625,544,1654,0.671
"R022_Poc7_CH_0.3",5,"Pocillopora",22,"R",7,0,3,"CH",1571,507,1362,0.628
"R023_Poc7_CH_0.1",5,"Pocillopora",23,"R",7,0,1,"CH",1583,557,1412,0.606
"R024_Poc7_CH_2.1",5,"Pocillopora",24,"R",7,2,1,"CH",1596,531,1671,0.682
"R025_Poc7_CH_1.2",5,"Pocillopora",25,"R",7,1,2,"CH",1531,530,1528,0.653
"R026_Poc7_CH_4.2",5,"Pocillopora",26,"R",7,4,2,"CH",1546,477,1463,0.674
"R027_Poc7_CH_1.1",5,"Pocillopora",27,"R",7,1,1,"CH",1620,455,1328,0.657
"R028_Poc7_TP_2.2",5,"Pocillopora",28,"R",7,2,2,"TP",1529,540,1684,0.679
"R029_Poc7_CH_3.3",5,"Pocillopora",29,"R",7,3,3,"CH",1563,488,1566,0.688
"R030_Poc7_CH_3.1",5,"Pocillopora",30,"R",7,3,1,"CH",1606,578,1794,0.678
"R031_Poc7_CH_4.1",5,"Pocillopora",31,"R",7,4,1,"CH",1614,474,1542,0.693
"R032_Poc7_TP_0.3",5,"Pocillopora",32,"R",7,0,3,"TP",1565,430,1093,0.607
"R033_Poc7_CH_4.3",5,"Pocillopora",33,"R",7,4,3,"CH",1512,479,1526,0.686
"R034_Poc7_CH_T0.",5,"Pocillopora",34,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R035_Poc7_CH_T0.",5,"Pocillopora",35,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R036_Poc7_CH_0.2",5,"Pocillopora",36,"R",7,0,2,"CH",1548,511,1318,0.612
"R037_Poc7_CH_2.3",5,"Pocillopora",37,"R",7,2,3,"CH",1576,448,1344,0.667
"R038_Poc7_CH_2.2",5,"Pocillopora",38,"R",7,2,2,"CH",1526,404,1262,0.68
"R039_Poc7_TP_4.3",5,"Pocillopora",39,"R",7,4,3,"TP",1505,414,1246,0.668
"R040_Poc7_CH_1.3",5,"Pocillopora",40,"R",7,1,3,"CH",1518,220,628,0.65
"R041_Poc8_TP_0.2",5,"Pocillopora",41,"R",8,0,2,"TP",1551,359,1017,0.647
"R042_Poc8_TP_2.3",5,"Pocillopora",42,"R",8,2,3,"TP",1581,519,1765,0.706
"R043_Poc8_CH_4.3",5,"Pocillopora",43,"R",8,4,3,"CH",1504,557,1715,0.675
"R044_Poc8_CH_T0.",5,"Pocillopora",44,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R045_Poc8_CH_2.2",5,"Pocillopora",45,"R",8,2,2,"CH",1525,425,1301,0.673
"R046_Poc8_CH_4.1",5,"Pocillopora",46,"R",8,4,1,"CH",1609,520,1817,0.714
"R047_Poc8_TP_4.3",5,"Pocillopora",47,"R",8,4,3,"TP",1510,495,1484,0.666
"R048_Poc8_CH_3.2",5,"Pocillopora",48,"R",8,3,2,"CH",1629,572,1763,0.676
"R049_Poc8_CH_1.2",5,"Pocillopora",49,"R",8,1,2,"CH",1532,372,1178,0.684
"R050_Poc8_CH_4.2",5,"Pocillopora",50,"R",8,4,2,"CH",1542,327,1011,0.677
"R051_Poc8_CH_T0.",5,"Pocillopora",51,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R052_Poc8_CH_0.3",5,"Pocillopora",52,"R",8,0,3,"CH",1564,236,737,0.68
"R053_Poc8_CH_1.1",5,"Pocillopora",53,"R",8,1,1,"CH",1616,322,989,0.674
"R054_Poc8_CH_3.1",5,"Pocillopora",54,"R",8,3,1,"CH",1605,404,1271,0.682
"R055_Poc8_CH_2.3",5,"Pocillopora",55,"R",8,2,3,"CH",1574,533,1772,0.699
"R056_Poc8_CH_3.3",5,"Pocillopora",56,"R",8,3,3,"CH",1562,520,1855,0.72
"R057_Poc8_CH_1.3",5,"Pocillopora",57,"R",8,1,3,"CH",1513,260,812,0.68
"R058_Poc8_CH_0.1",5,"Pocillopora",58,"R",8,0,1,"CH",1591,310,960,0.677
"R059_Poc8_CH_2.1",5,"Pocillopora",59,"R",8,2,1,"CH",1599,537,1718,0.687
"R060_Poc8_CH_0.2",5,"Pocillopora",60,"R",8,0,2,"CH",1549,297,878,0.662
"R101_Por6_CH_0.2",5,"Porites",101,"R",6,0,2,"CH",1381,526,1387,0.621
"R102_Por6_TP_2.2",5,"Porites",102,"R",6,2,2,"TP",1414,388,1181,0.671
"R103_Por6_CH_2.2",5,"Porites",103,"R",6,2,2,"CH",1408,552,1601,0.655
"R104_Por6_CH_3.3",5,"Porites",104,"R",6,3,3,"CH",1426,402,1194,0.663
"R105_Por6_CH_1.1",5,"Porites",105,"R",6,1,1,"CH",1476,369,1083,0.659
"R106_Por6_CH_3.2",5,"Porites",106,"R",6,3,2,"CH",1500,500,1513,0.67
"R107_Por6_CH_T0.",5,"Porites",107,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R108_Por6_TP_0.2",5,"Porites",108,"R",6,0,2,"TP",1382,548,1490,0.632
"R109_Por6_CH_2.1",5,"Porites",109,"R",6,2,1,"CH",1464,554,1630,0.66
"R110_Por6_TP_4.3",5,"Porites",110,"R",6,4,3,"TP",1388,472,1680,0.719
"R111_Por6_CH_1.3",5,"Porites",111,"R",6,1,3,"CH",1392,514,1449,0.645
"R112_Por6_CH_4.2",5,"Porites",112,"R",6,4,2,"CH",1407,556,1641,0.661
"R113_Por6_CH_0.3",5,"Porites",113,"R",6,0,3,"CH",1434,530,1378,0.615
"R114_Por6_CH_T0.",5,"Porites",114,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R115_Por6_CH_2.3",5,"Porites",115,"R",6,2,3,"CH",1447,540,1453,0.628
"R116_Por6_CH_1.2",5,"Porites",116,"R",6,1,2,"CH",1422,366,1183,0.691
"R117_Por6_CH_3.1",5,"Porites",117,"R",6,3,1,"CH",1487,465,1329,0.65
"R118_Por6_CH_4.1",5,"Porites",118,"R",6,4,1,"CH",1481,547,1531,0.643
"R119_Por6_CH_0.1",5,"Porites",119,"R",6,0,1,"CH",1457,438,1176,0.628
"R120_Por6_CH_4.3",5,"Porites",120,"R",6,4,3,"CH",1384,561,1717,0.673
"R121_Por7_CH_3.3",5,"Porites",121,"R",7,3,3,"CH",1428,467,1396,0.665
"R122_Por7_CH_0.2",5,"Porites",122,"R",7,0,2,"CH",1379,395,1248,0.683
"R123_Por7_TP_0.3",5,"Porites",123,"R",7,0,3,"TP",1431,566,1552,0.635
"R124_Por7_CH_T0.",5,"Porites",124,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R125_Por7_TP_4.2",5,"Porites",125,"R",7,4,2,"TP",1401,440,1348,0.674
"R126_Por7_TP_2.3",5,"Porites",126,"R",7,2,3,"TP",1443,400,1115,0.641
"R127_Por7_CH_2.3",5,"Porites",127,"R",7,2,3,"CH",1450,418,1176,0.645
"R128_Por7_CH_2.2",5,"Porites",128,"R",7,2,2,"CH",1413,434,1291,0.664
"R129_Por7_CH_4.2",5,"Porites",129,"R",7,4,2,"CH",1398,413,1177,0.649
"R130_Por7_CH_1.3",5,"Porites",130,"R",7,1,3,"CH",1396,306,868,0.647
"R131_Por7_CH_4.3",5,"Porites",131,"R",7,4,3,"CH",1385,466,1396,0.666
"R132_Por7_CH_1.1",5,"Porites",132,"R",7,1,1,"CH",1474,386,1057,0.635
"R133_Por7_CH_3.1",5,"Porites",133,"R",7,3,1,"CH",1490,447,1194,0.626
"R134_Por7_CH_0.3",5,"Porites",134,"R",7,0,3,"CH",1436,464,1278,0.637
"R135_Por7_CH_1.2",5,"Porites",135,"R",7,1,2,"CH",1423,554,1609,0.656
"R136_Por7_CH_3.2",5,"Porites",136,"R",7,3,2,"CH",1493,365,942,0.613
"R137_Por7_CH_T0.",5,"Porites",137,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R138_Por7_CH_2.1",5,"Porites",138,"R",7,2,1,"CH",1463,523,1488,0.649
"R139_Por7_CH_4.1",5,"Porites",139,"R",7,4,1,"CH",1484,464,1357,0.658
"R140_Por7_CH_0.1",5,"Porites",140,"R",7,0,1,"CH",1452,482,1237,0.61
"R161_Por8_CH_2.1",5,"Porites",161,"R",8,2,1,"CH",1465,450,1341,0.664
"R162_Por8_CH_0.2",5,"Porites",162,"R",8,0,2,"CH",1377,340,928,0.634
"R163_Por8_TP_2.1",5,"Porites",163,"R",8,2,1,"TP",1462,397,1189,0.666
"R164_Por8_CH_0.3",5,"Porites",164,"R",8,0,3,"CH",1438,379,1114,0.66
"R165_Por8_CH_T0.",5,"Porites",165,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R166_Por8_CH_T0.",5,"Porites",166,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R167_Por8_TP_4.2",5,"Porites",167,"R",8,4,2,"TP",1404,371,1193,0.689
"R168_Por8_CH_1.2",5,"Porites",168,"R",8,1,2,"CH",1418,304,994,0.694
"R169_Por8_CH_3.2",5,"Porites",169,"R",8,3,2,"CH",1499,341,1040,0.672
"R170_Por8_CH_4.3",5,"Porites",170,"R",8,4,3,"CH",1386,361,1184,0.695
"R171_Por8_CH_4.2",5,"Porites",171,"R",8,4,2,"CH",1405,358,1154,0.69
"R172_Por8_CH_2.2",5,"Porites",172,"R",8,2,2,"CH",1416,354,1098,0.678
"R173_Por8_CH_4.1",5,"Porites",173,"R",8,4,1,"CH",1480,380,1183,0.679
"R174_Por8_CH_0.1",5,"Porites",174,"R",8,0,1,"CH",1458,413,1095,0.623
"R175_Por8_CH_1.1",5,"Porites",175,"R",8,1,1,"CH",1470,307,893,0.656
"R176_Por8_CH_3.3",5,"Porites",176,"R",8,3,3,"CH",1429,370,1175,0.685
"R177_Por8_CH_2.3",5,"Porites",177,"R",8,2,3,"CH",1448,372,1255,0.704
"R178_Por8_CH_1.3",5,"Porites",178,"R",8,1,3,"CH",1397,437,1275,0.657
"R179_Por8_TP_0.3",5,"Porites",179,"R",8,0,3,"TP",1435,395,1121,0.648
"R180_Por8_CH_3.1",5,"Porites",180,"R",8,3,1,"CH",1491,435,1251,0.652
