Nub_ID,Nubbin.ID,Colony,Nutrient.Level,Tank.Level,Species,Assignment,d.wt,Chip_X.mm,Chip_Y.mm,Chip_Z.mm,Dome.Cone,r,chunk_SA,nub_SA,Total_SA,bw.growth,std.growth
R006_Poc6_CH_N0.T1,R006_Poc6_CH,6,N0,T1,POC,CH,0.37792,3.2,3.4,8.82,Cone,3.3,131.8417736,1768.790927,1900.6327,2.066159622,0.00108709
R007_Poc6_CH_N2.T3,R007_Poc6_CH,6,N2,T3,POC,CH,0.50922,2.65,5.36,9.34,Cone,4.005,178.2561146,2321.216608,2499.472723,1.531115736,0.000612575
R008_Poc6_TP_N0.T2,R008_Poc6_TP,6,N0,T2,POC,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R009_Poc6_CH_N2.T1,R009_Poc6_CH,6,N2,T1,POC,CH,0.14139,3.89,4.44,10.78,Cone,4.165,205.7132965,773.6253026,979.338599,1.801206491,0.001839207
R010_Poc6_CH_N4.T3,R010_Poc6_CH,6,N4,T3,POC,CH,0.28266,1.9,2.1,9.44,Cone,2,73.19621133,1367.998311,1441.194522,1.37342133,0.000952974
R011_Poc6_CH_N2.T2,R011_Poc6_CH,6,N2,T2,POC,CH,0.45006,2.35,4.92,6.46,Cone,3.635,126.1587623,2072.3095,2198.468262,2.506962209,0.001140322
R012_Poc6_CH_N0.T3,R012_Poc6_CH,6,N0,T3,POC,CH,0.14129,2.87,4.14,16.42,Cone,3.505,223.4730961,773.2045671,996.6776632,1.507312178,0.001512337
R013_Poc6_CH_N1.T3,R013_Poc6_CH,6,N1,T3,POC,CH,0.26765,2.26,2.93,9.81,Cone,2.595,103.8817214,1304.845916,1408.727637,2.460341883,0.001746499
R014_Poc6_CH_N3.T3,R014_Poc6_CH,6,N3,T3,POC,CH,0.5859,2.66,2.31,17.63,Cone,2.485,158.3954654,2643.836572,2802.232037,1.949999116,0.000695874
R015_Poc6_CH_N4.T1,R015_Poc6_CH,6,N4,T1,POC,CH,0.21721,3,3.48,17.25,Cone,3.24,211.6331273,1092.626941,1304.260069,1.60361998,0.001229525
R016_Poc6_TP_N4.T2,R016_Poc6_TP,6,N4,T2,POC,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R017_Poc6_CH_T0,R017_Poc6_CH,6,,T0,POC,T0,0.15726,1.85,3.38,13.09,Cone,NA,NA,NA,NA,NA,NA
R018_Poc6_CH_N3.T1,R018_Poc6_CH,6,N3,T1,POC,CH,0.43661,2.33,3.13,5.88,Cone,2.73,79.01442054,2015.720578,2094.734999,2.47214147,0.001180169
R019_Poc6_CH_N1.T1,R019_Poc6_CH,6,N1,T1,POC,CH,0.38404,3.59,4,7.57,Cone,3.795,146.2036363,1794.539938,1940.743574,2.29665903,0.001183391
R020_Poc6_CH_N0.T2,R020_Poc6_CH,6,N0,T2,POC,CH,0.22327,3.25,3.7,9.66,Cone,3.475,150.01122,1118.123511,1268.134731,1.702629616,0.001342625
R021_Poc7_CH_N3.T2,R021_Poc7_CH,7,N3,T2,POC,CH,0.16069,5.27,3,14.49,Cone,4.135,249.4622013,854.8272497,1104.289451,-1.384253377,-0.001253524
R022_Poc7_CH_N0.T3,R022_Poc7_CH,7,N0,T3,POC,CH,0.16219,2.94,3.38,16.72,Cone,3.16,200.2958092,861.1382818,1061.434091,1.402302204,0.001321139
R023_Poc7_CH_N0.T1,R023_Poc7_CH,7,N0,T1,POC,CH,0.39861,4.3,5.6,6.49,Cone,4.95,203.9073359,1855.841097,2059.748433,1.131972054,0.000549568
R024_Poc7_CH_N2.T1,R024_Poc7_CH,7,N2,T1,POC,CH,0.23928,9.29,6.6,4.45,Cone,7.945,425.6007884,1185.483261,1611.08405,1.444900934,0.00089685
R025_Poc7_CH_N1.T2,R025_Poc7_CH,7,N1,T2,POC,CH,0.13314,4.76,7.4,17.43,Cone,6.08,468.7355218,738.9146257,1207.650148,1.871409404,0.001549629
R026_Poc7_CH_N4.T2,R026_Poc7_CH,7,N4,T2,POC,CH,0.04318,4.92,5.04,13.5,Cone,4.98,303.0343988,360.4209905,663.4553893,1.502463038,0.002264603
R027_Poc7_CH_N1.T1,R027_Poc7_CH,7,N1,T1,POC,CH,0.34703,3.86,3.77,8.39,Cone,3.815,156.1864155,1638.825738,1795.012153,2.546584541,0.0014187
R028_Poc7_TP_N3.T3,R028_Poc7_TP,7,N3,T3,POC,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R029_Poc7_CH_N3.T3,R029_Poc7_CH,7,N3,T3,POC,CH,0.3185,2.96,2.46,4.27,Cone,2.71,66.12919026,1518.789906,1584.919096,1.601427626,0.001010416
R030_Poc7_CH_N3.T1,R030_Poc7_CH,7,N3,T1,POC,CH,0.13911,2.05,2.26,5.83,Cone,2.155,56.66965532,764.0325337,820.702189,1.187219544,0.00144659
R031_Poc7_CH_N4.T1,R031_Poc7_CH,7,N4,T1,POC,CH,0.392,2.43,2.11,3.57,Cone,2.27,46.35832981,1828.030482,1874.388812,1.34488288,0.000717505
R032_Poc7_TP_N0.T3,R032_Poc7_TP,7,N0,T3,POC,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R033_Poc7_CH_N4.T3,R033_Poc7_CH,7,N4,T3,POC,CH,0.23545,2.14,2.78,4.36,Cone,2.46,57.70052014,1169.369092,1227.069612,1.180665581,0.000962183
R034_Poc7_CH_T0,R034_Poc7_CH,7,,T0,POC,T0,0.23892,2.22,1.98,3.85,Cone,NA,NA,NA,NA,NA,NA
R035_Poc7_CH_T0,R035_Poc7_CH,7,,T0,POC,T0,0.31964,3.04,3.11,4.64,Cone,NA,NA,NA,NA,NA,NA
R036_Poc7_CH_N0.T2,R036_Poc7_CH,7,N0,T2,POC,CH,0.05537,4.39,4.08,9.81,Cone,4.235,198.5066092,411.7086452,610.2152543,1.378299137,0.00225871
R037_Poc7_CH_N2.T3,R037_Poc7_CH,7,N2,T3,POC,CH,0.11617,2.6,3.3,4.67,Cone,2.95,78.53181135,667.5158152,746.0476266,1.219411929,0.001634496
R038_Poc7_CH_N2.T2,R038_Poc7_CH,7,N2,T2,POC,CH,0.16716,6.42,4.32,8.25,Cone,5.37,256.6613141,882.048835,1138.710149,0.930273481,0.000816954
R039_Poc7_TP_N4.T1,R039_Poc7_TP,7,N4,T1,POC,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R040_Poc7_CH_N1.T3,R040_Poc7_CH,7,N1,T3,POC,CH,0.17444,3.76,4.62,6.72,Cone,4.19,159.3973491,912.6783778,1072.075727,1.924704639,0.001795307
R041_Poc8_TP_N0.T2,R041_Poc8_TP,8,N0,T2,POC,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R042_Poc8_TP_N3.T1,R042_Poc8_TP,8,N3,T1,POC,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R043_Poc8_CH_N4.T3,R043_Poc8_CH,8,N4,T3,POC,CH,0.30221,2.48,2.18,5.27,Cone,2.33,59.23345314,1450.252097,1509.48555,1.282632935,0.000849715
R044_Poc8_CH_T0,R044_Poc8_CH,8,,T0,POC,T0,0.47369,2.33,1.78,5.07,Cone,NA,NA,NA,NA,NA,NA
R045_Poc8_CH_N2.T2,R045_Poc8_CH,8,N2,T2,POC,CH,0.41084,5.45,5.22,8.23,Cone,5.335,253.801203,1907.297046,2161.098249,1.665306934,0.000770584
R046_Poc8_CH_N4.T1,R046_Poc8_CH,8,N4,T1,POC,CH,0.78389,2.87,3.1,12.34,Cone,2.985,147.0500366,3476.850743,3623.90078,0.896048545,0.000247261
R047_Poc8_TP_N4.T1,R047_Poc8_TP,8,N4,T1,POC,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R048_Poc8_CH_N3.T2,R048_Poc8_CH,8,N3,T2,POC,CH,0.13005,7.13,8.42,23.28,Cone,7.775,789.4206507,725.9138995,1515.33455,1.092955952,0.000721264
R049_Poc8_CH_N1.T2,R049_Poc8_CH,8,N1,T2,POC,CH,0.65678,5.81,6.15,15.47,Cone,5.98,423.9332321,2942.053878,3365.98711,2.005463315,0.000595802
R050_Poc8_CH_N4.T2,R050_Poc8_CH,8,N4,T2,POC,CH,0.09497,3.94,3.34,12.57,Cone,3.64,191.2733062,578.3198941,769.5932003,1.344040784,0.00174643
R051_Poc8_CH_T0,R051_Poc8_CH,8,,T0,POC,T0,0.82905,2.34,2.17,5.75,Cone,NA,NA,NA,NA,NA,NA
R052_Poc8_CH_N0.T3,R052_Poc8_CH,8,N0,T3,POC,CH,0.62249,2.34,2.33,8.49,Cone,2.335,81.72058513,2797.783683,2879.504268,1.634866354,0.00056776
R053_Poc8_CH_N1.T1,R053_Poc8_CH,8,N1,T1,POC,CH,0.64186,2.19,3.16,8.5,Cone,2.675,97.36582782,2879.280145,2976.645973,1.063588381,0.000357311
R054_Poc8_CH_N3.T1,R054_Poc8_CH,8,N3,T1,POC,CH,0.24965,2.26,3.54,13.12,Cone,2.9,148.8372726,1229.11353,1377.950803,1.39501269,0.001012382
R055_Poc8_CH_N2.T3,R055_Poc8_CH,8,N2,T3,POC,CH,0.40017,3.16,3.3,6.8,Cone,3.23,109.1665558,1862.40457,1971.571126,0.970405779,0.000492199
R056_Poc8_CH_N3.T3,R056_Poc8_CH,8,N3,T3,POC,CH,0.75071,3.05,3.31,6.46,Cone,3.18,103.701722,3337.250712,3440.952434,0.725268571,0.000210776
R057_Poc8_CH_N1.T3,R057_Poc8_CH,8,N1,T3,POC,CH,0.67026,5.03,5.45,15.25,Cone,5.24,351.71175,2998.76902,3350.48077,1.549487305,0.000462467
R058_Poc8_CH_N0.T1,R058_Poc8_CH,8,N0,T1,POC,CH,0.299,3.46,3.03,5.1,Cone,3.245,94.70492276,1436.746488,1531.451411,1.120185332,0.000731453
R059_Poc8_CH_N2.T1,R059_Poc8_CH,8,N2,T1,POC,CH,0.3418,3.58,3.77,17.01,Cone,3.675,243.3467529,1616.821272,1860.168025,1.137111967,0.000611295
R060_Poc8_CH_N0.T2,R060_Poc8_CH,8,N0,T2,POC,CH,0.29316,3.87,3.81,8.5,Cone,3.84,158.8446732,1412.175536,1571.020209,1.521724258,0.000968622
R101_Por6_CH_N0.T2,R101_Por6_CH,6,N0,T2,POR,CH,0.19942,6.23,9.45,4.62,Dome,NA,NA,NA,NA,NA,NA
R102_Por6_TP_N3.T3,R102_Por6_TP,6,N3,T3,POR,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R103_Por6_CH_N2.T2,R103_Por6_CH,6,N2,T2,POR,CH,0.440716,7.46,8.61,3.6,Dome,NA,NA,NA,NA,NA,NA
R104_Por6_CH_N3.T3,R104_Por6_CH,6,N3,T3,POR,CH,0.48309,12.63,9.29,10.91,Dome,NA,NA,NA,NA,NA,NA
R105_Por6_CH_N1.T1,R105_Por6_CH,6,N1,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R106_Por6_CH_N3.T2,R106_Por6_CH,6,N3,T2,POR,CH,0.52865,7.31,10.47,6,Dome,NA,NA,NA,NA,NA,NA
R107_Por6_CH_T0,R107_Por6_CH,6,,T0,POR,T0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R108_Por6_TP_N0.T2,R108_Por6_TP,6,N0,T2,POR,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R109_Por6_CH_N2.T1,R109_Por6_CH,6,N2,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R110_Por6_TP_N4.T1,R110_Por6_TP,6,N4,T1,POR,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R111_Por6_CH_N1.T3,R111_Por6_CH,6,N1,T3,POR,CH,0.19124,6.37,6.7,3.43,Dome,NA,NA,NA,NA,NA,NA
R112_Por6_CH_N4.T2,R112_Por6_CH,6,N4,T2,POR,CH,0.31843,6.44,9.51,4.06,Dome,NA,NA,NA,NA,NA,NA
R113_Por6_CH_N0.T3,R113_Por6_CH,6,N0,T3,POR,CH,0.30338,6.5,5.81,2,Dome,NA,NA,NA,NA,NA,NA
R114_Por6_CH_T0,R114_Por6_CH,6,,T0,POR,T0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R115_Por6_CH_N2.T3,R115_Por6_CH,6,N2,T3,POR,CH,0.20886,12.02,8.09,5.44,Dome,NA,NA,NA,NA,NA,NA
R116_Por6_CH_N1.T2,R116_Por6_CH,6,N1,T2,POR,CH,0.37041,7.83,11.8,6.36,Dome,NA,NA,NA,NA,NA,NA
R117_Por6_CH_N3.T1,R117_Por6_CH,6,N3,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R118_Por6_CH_N4.T3,R118_Por6_CH,6,N4,T3,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R119_Por6_CH_N0.T1,R119_Por6_CH,6,N0,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R120_Por6_CH_N4.T1,R120_Por6_CH,6,N4,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R121_Por7_CH_N3.T3,R121_Por7_CH,7,N3,T3,POR,CH,0.27743,7.04,8.9,3.3,Dome,NA,NA,NA,NA,NA,NA
R122_Por7_CH_N0.T2,R122_Por7_CH,7,N0,T2,POR,CH,0.1491,9.68,6.58,4.01,Dome,NA,NA,NA,NA,NA,NA
R123_Por7_TP_N0.T3,R123_Por7_TP,7,N0,T3,POR,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R124_Por7_CH_T0,R124_Por7_CH,7,,T0,POR,T0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R125_Por7_TP_N4.T2,R125_Por7_TP,7,N4,T2,POR,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R126_Por7_TP_N3.T1,R126_Por7_TP,7,N3,T1,POR,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R127_Por7_CH_N2.T3,R127_Por7_CH,7,N2,T3,POR,CH,0.50527,9.46,7.49,4.5,Dome,NA,NA,NA,NA,NA,NA
R128_Por7_CH_N2.T2,R128_Por7_CH,7,N2,T2,POR,CH,0.68214,6.81,7.4,4.63,Dome,NA,NA,NA,NA,NA,NA
R129_Por7_CH_N4.T2,R129_Por7_CH,7,N4,T2,POR,CH,0.22949,11.41,8.44,5.91,Dome,NA,NA,NA,NA,NA,NA
R130_Por7_CH_N1.T3,R130_Por7_CH,7,N1,T3,POR,CH,0.25666,11.1,7.2,5.52,Dome,NA,NA,NA,NA,NA,NA
R131_Por7_CH_N4.T1,R131_Por7_CH,7,N4,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R132_Por7_CH_N1.T1,R132_Por7_CH,7,N1,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R133_Por7_CH_N3.T1,R133_Por7_CH,7,N3,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R134_Por7_CH_N0.T3,R134_Por7_CH,7,N0,T3,POR,CH,0.46737,5.7,7.56,3.64,Dome,NA,NA,NA,NA,NA,NA
R135_Por7_CH_N1.T2,R135_Por7_CH,7,N1,T2,POR,CH,0.22133,8.55,11.22,5.18,Dome,NA,NA,NA,NA,NA,NA
R136_Por7_CH_N3.T2,R136_Por7_CH,7,N3,T2,POR,CH,0.5218,7.83,9.88,4.52,Dome,NA,NA,NA,NA,NA,NA
R137_Por7_CH_T0,R137_Por7_CH,7,,T0,POR,T0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R138_Por7_CH_N2.T1,R138_Por7_CH,7,N2,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R139_Por7_CH_N4.T3,R139_Por7_CH,7,N4,T3,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R140_Por7_CH_N0.T1,R140_Por7_CH,7,N0,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R161_Por8_CH_N2.T1,R161_Por8_CH,8,N2,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R162_Por8_CH_N0.T2,R162_Por8_CH,8,N0,T2,POR,CH,0.18181,7.18,8.86,5.78,Dome,NA,NA,NA,NA,NA,NA
R163_Por8_TP_N3.T2,R163_Por8_TP,8,N3,T2,POR,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R164_Por8_CH_N0.T3,R164_Por8_CH,8,N0,T3,POR,CH,0.24149,8.98,5.99,3.65,Dome,NA,NA,NA,NA,NA,NA
R165_Por8_CH_T0,R165_Por8_CH,8,,T0,POR,T0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R166_Por8_CH_T0,R166_Por8_CH,8,,T0,POR,T0,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R167_Por8_TP_N4.T2,R167_Por8_TP,8,N4,T2,POR,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R168_Por8_CH_N1.T2,R168_Por8_CH,8,N1,T2,POR,CH,0.39526,7.43,8.39,4.56,Dome,NA,NA,NA,NA,NA,NA
R169_Por8_CH_N3.T2,R169_Por8_CH,8,N3,T2,POR,CH,0.41689,10.99,8.58,5.13,Dome,NA,NA,NA,NA,NA,NA
R170_Por8_CH_N4.T1,R170_Por8_CH,8,N4,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R171_Por8_CH_N4.T2,R171_Por8_CH,8,N4,T2,POR,CH,0.54395,12.29,7.74,9.42,Dome,NA,NA,NA,NA,NA,NA
R172_Por8_CH_N2.T2,R172_Por8_CH,8,N2,T2,POR,CH,0.43011,10.1,6.94,6.75,Dome,NA,NA,NA,NA,NA,NA
R173_Por8_CH_N4.T3,R173_Por8_CH,8,N4,T3,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R174_Por8_CH_N0.T1,R174_Por8_CH,8,N0,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R175_Por8_CH_N1.T1,R175_Por8_CH,8,N1,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R176_Por8_CH_N3.T3,R176_Por8_CH,8,N3,T3,POR,CH,0.42884,10.05,8.3,8.73,Dome,NA,NA,NA,NA,NA,NA
R177_Por8_CH_N2.T3,R177_Por8_CH,8,N2,T3,POR,CH,0.25323,11.35,7.58,8.49,Dome,NA,NA,NA,NA,NA,NA
R178_Por8_CH_N1.T3,R178_Por8_CH,8,N1,T3,POR,CH,0.32357,8.18,7.54,5.86,Dome,NA,NA,NA,NA,NA,NA
R179_Por8_TP_N0.T3,R179_Por8_TP,8,N0,T3,POR,TP,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
R180_Por8_CH_N3.T1,R180_Por8_CH,8,N3,T1,POR,CH,0,NA,NA,NA,,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
